gen,may_20,jun_20,jul_20,aug_20,sep_20,may_21,jun_21,jul_21,aug_21,sep_21,jun_22,jul_22,aug_22,sep_22,may_23,jun_23,jul_23,aug_23,all_yield
51,0.683598521937764,0.700081764638651,0.551029649204905,0.435612844749816,0.11130792914043,0.467862695417966,0.151754332521154,0.289963078596141,0.305858231114952,0.0884844656351408,0.694791771128585,0.395283359068263,0.195244265580114,0.36699973768254,0.743190794683752,0.253376397280571,0.22659754915965,0.152586135595313,0.378534640174206
52,0.623912116359871,0.612797587398553,0.493829066898646,0.384455401228319,0.101293844155911,0.406919004902328,0.130150112888325,0.251152478178584,0.268173774523435,0.0767694170111529,0.621736368436254,0.337154139777036,0.167314696983592,0.319781719939705,0.662318704664464,0.225239792840386,0.197749950311627,0.137655921180361,0.334355783204364
53,0.6717725990698,0.682785585236679,0.539695509092915,0.425475516898742,0.112875046050697,0.455786130822791,0.147473253516638,0.28227239365477,0.298390702148278,0.0861630187347942,0.645376070974233,0.38376450837678,0.18970975927737,0.357643044044482,0.727133190117,0.247800864881141,0.22088112654139,0.149627573400008,0.368034771824362
54,0.635515189783542,0.6297657578925,0.504942235713138,0.394400482354758,0.10188477611314,0.41876654662063,0.134350004480476,0.258697315120176,0.275499687473931,0.0790468394338895,0.604973753464132,0.348454544212314,0.172744245577085,0.328960970988182,0.678025587022185,0.230709589501796,0.203357965315856,0.140558376490299,0.341147437086557
55,0.57118843271179,0.535687724742631,0.443291306536228,0.339261145310438,0.0893946222151624,0.353079239735279,0.111064197647428,0.216865850723078,0.234882021494227,0.0664199376557108,0.540880368853373,0.285800775884831,0.142640749578523,0.278067689079112,0.590853662624516,0.200382942806518,0.172264983213807,0.124466053103888,0.294249539106475
56,0.642229796217101,0.639581833521067,0.511374151963056,0.400153705338001,0.105937133337518,0.425620341822707,0.136779639043321,0.263061998398806,0.279737723365662,0.0803643268287592,0.616065889485131,0.354991820850927,0.175885235917895,0.334271161767889,0.687128076001679,0.233873863323799,0.206602198359559,0.142237445005143,0.346438685586001
57,0.683020489534014,0.699236544946302,0.550473993362444,0.435117459674974,0.110895841550151,0.467272544843406,0.15154512722818,0.289587254652076,0.305493312228004,0.0883710225105458,0.704967301046351,0.394720462534214,0.194973808526808,0.366542500188966,0.742411664280406,0.253103935387698,0.226318202325043,0.152441558288938,0.378694056839362
59,0.543605802461478,0.495355047100541,0.416854526191534,0.315622076423185,0.0821965395589749,0.324918096426051,0.101081219589871,0.198932068390097,0.217468612926005,0.0610065936264376,0.489535975700791,0.258940156498911,0.129734924920435,0.256248968335698,0.553482901086222,0.187381450065086,0.158934950877189,0.117567030346658,0.272714830029176
60,0.665421827559126,0.673505187982159,0.533620553290567,0.42003625615966,0.114400224084631,0.449306357786885,0.145176207856059,0.278145897868821,0.294383942406155,0.0849174286573675,0.710101664222556,0.377583980998562,0.18674017761986,0.352622638558856,0.718640901535313,0.244809270357887,0.217813936294385,0.148040134241536,0.367514810415577
62,0.660983898975624,0.667012098772061,0.529357691178157,0.416230642644717,0.107199154162795,0.444772743198045,0.143569065189129,0.275258768737553,0.291580587362666,0.0840459436045045,0.673213112920529,0.373259735545311,0.1846624908474,0.349110079797091,0.712503109584863,0.242716182143321,0.21566795704889,0.146929472295837,0.362115151889361
63,0.712797765799612,0.742774793815519,0.579012124131714,0.460635320735003,0.121477226490581,0.497671886953026,0.162321535057654,0.308946382883247,0.324290708290631,0.0942146097291448,0.746978489444038,0.423715917335982,0.20890536573242,0.390095334993649,0.782745633586093,0.2671387642099,0.240707682499321,0.159888903402599,0.40135102472723
64,0.661866060423965,0.668296836684714,0.530200547558417,0.416983630291329,0.108992460564881,0.445669774850495,0.143887058219632,0.275830022902349,0.292135265789292,0.0842183776881118,0.668229902576254,0.374115340927841,0.185073586842053,0.349805082940532,0.713697020587037,0.243130325503556,0.216092565552985,0.147149230482366,0.362520727243656
65,0.677608002569395,0.691317863423525,0.545290036423657,0.430476303447404,0.114771118653842,0.461743551029459,0.149585127830467,0.286066240945674,0.302074465656463,0.0873081982735479,0.687845458347478,0.389446805964494,0.192439954559484,0.362258740446191,0.735085371647572,0.250551298509638,0.223701061908562,0.151087044598633,0.374369813568638
66,0.612713642742896,0.59641858415952,0.483092520331028,0.374855632293861,0.0975409879475751,0.395482832437661,0.126096049545669,0.243869612371196,0.261102231248463,0.0745710710402686,0.574477722885383,0.326246106944986,0.162073672676874,0.310921190001693,0.647147703081597,0.219959917955462,0.192336656288469,0.134854244656685,0.324097798811627
67,0.629163788561726,0.62047388099121,0.498860539158788,0.388954493370078,0.104141936497292,0.412278758248357,0.132050117425065,0.254565714949929,0.271487971458356,0.0777997085890022,0.604667837330335,0.34226637165801,0.169770990612544,0.323934355371671,0.669400113532368,0.227714294442081,0.200286981022147,0.138968973704592,0.337043712606864
68,0.731811104562465,0.770588883682318,0.597242766622619,0.47693721847242,0.128083539400811,0.517092282933315,0.16920596388966,0.321313819478644,0.336299286424269,0.0979477424173891,0.813002459903132,0.442239450241673,0.217805438522792,0.405141890169608,0.808546132136299,0.276104811312494,0.249900296008103,0.164646585019117,0.417994981733174
69,0.551488409908138,0.506878259431241,0.424405535754016,0.322375855889678,0.0813240949292892,0.332963851203533,0.103933397589824,0.204055823959944,0.222443695565285,0.0625532083397474,0.478439625722502,0.26661434622826,0.133422172247717,0.262482666830544,0.564177236410221,0.191096030158306,0.162743396087621,0.119538109599351,0.277274206436401
70,0.610970591176639,0.593861428889435,0.481420138290587,0.373356878104482,0.0970269259459688,0.3936973716095,0.125463113017687,0.242732582332866,0.259998193726196,0.0742278565049957,0.565875533319745,0.324543101381359,0.161255423072122,0.309537848750942,0.644770228408485,0.219135602843588,0.191491511248944,0.13441683575072,0.322432286909681
72,0.708256426063857,0.73614907962667,0.574668765914468,0.456751975435508,0.120502767850411,0.493045670750523,0.160681565602864,0.306000282524679,0.321430093152441,0.0933253241066488,0.764149461387183,0.419303346750764,0.206785241045567,0.386511030254573,0.776621057011372,0.265002923497871,0.238517870427474,0.158755555565458,0.399247690942685
74,0.615790762168666,0.600914725819791,0.48603853154306,0.37749083056602,0.0990376567056085,0.398622135281799,0.127208915989511,0.245868805843771,0.263043415327677,0.0751745311384891,0.593146302909592,0.32924043206551,0.163512367534188,0.313353462418089,0.651271252592392,0.221409277546194,0.193822640290158,0.135623322869374,0.327253853811661
76,0.886004868794164,0.99608455065327,0.745035274020239,0.609100712614966,0.16341125620721,0.674538209274497,0.225019721543479,0.421579669526429,0.433655782667189,0.128213167223956,1.15936358723767,0.592414287068275,0.289960517461778,0.527128013435436,1.01749625326675,0.348794760225969,0.324427074496852,0.203218279958257,0.54141366587091
77,0.600672367019778,0.578808227570445,0.471550484296593,0.364534164519457,0.0962821008929724,0.383186902570758,0.121737206699316,0.23603922965579,0.253499058033957,0.0722074561188691,0.591399697665194,0.314518021599722,0.156438634598772,0.3013945363037,0.630798666500504,0.214283108560394,0.186516397468192,0.131841941532427,0.316983788978158
79,0.540100903537661,0.490226628599306,0.41349414951207,0.312616299338183,0.0795903850894501,0.321337324287772,0.0998118545895574,0.196651735258493,0.215254446847985,0.0603182710231223,0.445337910104747,0.255524749799763,0.128093911384523,0.253474653867248,0.548722896791166,0.185728272051205,0.157239998088192,0.116689799326625,0.267789677194282
81,0.670575295948596,0.681037222533435,0.538547391834018,0.424450797767803,0.109445931172053,0.454565386366411,0.147040505989732,0.281494990368103,0.297635856304737,0.0859283581728402,0.669482888321895,0.382600139734135,0.189150310616733,0.356697234348463,0.725538815196832,0.247237269148734,0.220303289097093,0.149328510833803,0.368392232986412
82,0.645957563486902,0.645032287815617,0.514952070421869,0.403348228292292,0.103823509677346,0.429425966280654,0.138128713015276,0.265485523605879,0.282090926600906,0.081095872214217,0.641098703204597,0.358621695851676,0.177629295859975,0.337219687557147,0.692151649939327,0.235630851604541,0.208403584635976,0.14316976119176,0.350181438403109
83,0.629621810044966,0.621135797979545,0.499292674214193,0.389342444336878,0.0989851016524965,0.412740922931118,0.132213952388593,0.254860033995559,0.271773750425436,0.0778885493153352,0.639701618432155,0.342707192881102,0.169982793673711,0.324292431819061,0.670029520645834,0.227927667553474,0.200505745938699,0.139082196546042,0.339004678043011
85,0.636867973586433,0.631742995606927,0.506245219726339,0.395559345620732,0.101563716004551,0.420147096534188,0.134839402206381,0.259576486870333,0.276353348826726,0.0793122189871843,0.628279867088614,0.349771338255943,0.173376930653841,0.330030594927293,0.67984839684203,0.231346964536013,0.204011446418806,0.140896588798179,0.343320551749473
87,0.648310318991255,0.648471651651509,0.517209481310267,0.405364046814595,0.104247579094904,0.43182740411066,0.138980010169667,0.267014824559913,0.283575852749888,0.0815574944216674,0.647852750750946,0.360912231673408,0.178729838377764,0.339080276128435,0.69536083667605,0.236739552205684,0.209540301408333,0.143758074459349,0.352140695864127
88,0.603085197564587,0.582333580996307,0.473861170248395,0.366600381724905,0.0948464291937993,0.385648380182593,0.122609787642437,0.237606765576595,0.255021109708698,0.0726806196189054,0.556219611182759,0.316865824475922,0.157566692437523,0.303301642561393,0.634047635966697,0.215419528447615,0.187681533975661,0.132444963571483,0.316546714170904
89,0.442111962799586,0.346924466733695,0.319579089581776,0.228626594858497,0.0576726610732948,0.221280671649156,0.0643422943932364,0.132932936284889,0.153384537901712,0.0410846384534955,0.305841101151414,0.160088863761918,0.0822394657517721,0.175952653482868,0.415919177980357,0.139533917343078,0.109878340909684,0.0921775444090541,0.19386505102886
90,0.547843518496318,0.501550522486549,0.420916216792232,0.31925325783739,0.0816695706134836,0.329243910639587,0.102614698110278,0.201686864588057,0.220143474861239,0.0618381337484935,0.468057739967789,0.263066198110508,0.13171737993408,0.259600527300355,0.559213199501702,0.189378600588433,0.160982568145972,0.118626784575207,0.274300175905426
92,0.591074075893465,0.564767129446734,0.462356537465703,0.356304646788338,0.0898331258215404,0.373383105758911,0.118261811990418,0.229795905081577,0.247436892250063,0.0703228975143813,0.551383436168177,0.305166978859436,0.151945703283879,0.293798740120498,0.617772631393944,0.209756872118639,0.181875785860612,0.129440170532951,0.308037580352737
93,0.618972785467379,0.605571799212127,0.489090790138566,0.380220351271572,0.0971221628609896,0.401873804123798,0.128361615592068,0.247939557041299,0.265054080784422,0.0757995910630001,0.609683798872788,0.332341933953233,0.165002558023267,0.315872793882533,0.65563205771373,0.222910514494658,0.195361812557983,0.13641992892665,0.330179551998892
94,0.638076997973111,0.633509905018797,0.507401756257843,0.396594935017385,0.103794264926906,0.421380790701574,0.135276740338129,0.260362136885335,0.277116202108251,0.079549368838724,0.655752174690375,0.350948058572477,0.173942313970532,0.330986437814259,0.68149907231685,0.231916538916793,0.204595413588185,0.141198823833269,0.345772329542711
95,0.571448414148723,0.536066626916926,0.44354190739155,0.339483220687609,0.0887125858887148,0.353343797385659,0.111157981951201,0.217034328233537,0.235045610394199,0.0664707928912867,0.530121165649738,0.286053115865294,0.142761992335262,0.278272663338529,0.591216319302617,0.200505084309557,0.172390211156285,0.124530865431659,0.293786482404353
96,0.720467022955239,0.754001717553974,0.586375118778865,0.467215444821987,0.122971092864586,0.505510766660593,0.165100376927005,0.313938394779435,0.329137869983114,0.0957214573807187,0.817772751110647,0.43119278579707,0.212497805354307,0.396168750600485,0.793186384681727,0.270757833808736,0.244418203724874,0.161809301622936,0.410457948855905
97,0.579579992794473,0.547961414728142,0.451332284423047,0.346454781340334,0.0893208760022447,0.361648994158287,0.114102130781894,0.222323303525392,0.240181118674286,0.0680672794709459,0.534938251824805,0.29397476616852,0.146568137992116,0.284707372579957,0.602253302250447,0.204339444099917,0.176321462821939,0.126565503759672,0.29948002318869
98,0.669453829347418,0.679394727370722,0.537475345089327,0.423488127829473,0.110051921578008,0.453418560904627,0.146633962359911,0.280764660708553,0.296926718181217,0.0857079068687862,0.699765700975608,0.381506276395818,0.188624737909662,0.355808695690166,0.72402443619935,0.246707800485003,0.219760441091165,0.149047557220785,0.369364522566978
100,0.643109186947391,0.640871014363254,0.512227377576084,0.400909296995143,0.108139224088206,0.42652047562415,0.137098731769422,0.263635228096492,0.280294320002328,0.0805373572304754,0.627133817241546,0.355850385120547,0.176297753580359,0.334968568397646,0.688355070017343,0.234289438890361,0.207028275260939,0.142457963167794,0.347762415798304
101,0.682820536784541,0.698945229724977,0.550288088135898,0.434946719198829,0.111934222836915,0.467069142288072,0.151473022085841,0.289457722370191,0.305367538506356,0.0883319229613418,0.726611705681642,0.394526453414592,0.194880592222153,0.366384907739519,0.742099821486883,0.253010028090763,0.22622192204941,0.152391727966259,0.379820072419121
104,0.671731191791101,0.682728105868651,0.53965982342731,0.425441828117837,0.109262530759035,0.455745997491334,0.147459026460481,0.282246835657258,0.298365885751792,0.0861553040078803,0.681605580615235,0.383726228462889,0.189691366780551,0.357611949498996,0.727085467204271,0.247782336044726,0.22086212949286,0.14961774138559,0.369821073823211
107,0.651615390926422,0.653309000053243,0.520378316948312,0.408199227089878,0.103761069325048,0.435204944842935,0.140177330699184,0.269165734402183,0.285664350936239,0.0822067503753735,0.660714361383898,0.364133792498332,0.180277714044162,0.3416971307507,0.699847978013899,0.238298901939194,0.21113905493496,0.144585517085508,0.355020920347193
108,0.582197776097873,0.551781922833136,0.453837459919602,0.348693989336383,0.0914749768737311,0.364316555117506,0.115047767194118,0.224022078929405,0.241830601735163,0.0685800578419355,0.527579783249548,0.296519135153384,0.147790640701839,0.286774148314028,0.605756777095194,0.205571008957486,0.177584148553688,0.127219012871922,0.300920991154219
111,0.648079707825888,0.648133856876186,0.516985567693897,0.405166064572144,0.103477187353295,0.431591548530691,0.138896400599781,0.266864625308883,0.283430011740096,0.0815121565111437,0.647990238720153,0.360687268258605,0.178621749344365,0.338897539689839,0.695035416448368,0.236630661931688,0.209428659545173,0.14370029367269,0.35195160859016
112,0.659831910622625,0.665329846881915,0.528254594124507,0.415244671203153,0.112188573068478,0.443598158733779,0.143152681138071,0.274510761389891,0.290854284493868,0.0838201562589167,0.686714832346207,0.372139395156967,0.184124196610711,0.348200033989151,0.71096165862981,0.242173897648027,0.215111969363347,0.146641718178035,0.362380741102081
113,0.622235922786299,0.610342950966082,0.492218607093943,0.383016733549589,0.100344805438927,0.405205124932337,0.12954255140029,0.250061032778476,0.267113998937386,0.0764399622798388,0.620100033667163,0.335519409359966,0.166529251799964,0.318453838182834,0.660047207465456,0.224448525321705,0.196938687957319,0.137236048422133,0.333099705129984
115,0.591338965728554,0.565149752489046,0.462598517836711,0.356528902974236,0.0947870854356693,0.373650261399396,0.118356517268099,0.229966037062828,0.247602087614044,0.0703742521549023,0.544080448485921,0.305421796850917,0.152068136660062,0.29400572725347,0.618152583342339,0.209880213066926,0.182002243557569,0.129505619326105,0.308081619361489
116,0.706233504428908,0.733182091043597,0.572721754444571,0.455013017062217,0.117668652019103,0.490974055485446,0.159947188823204,0.304681021554568,0.320149112383627,0.092927102841162,0.729918998299424,0.4173274017922,0.205835851204519,0.384905981963026,0.773873240636098,0.264046496035528,0.237537274640958,0.158248043469765,0.395843932673773
117,0.687396092022246,0.705632239886046,0.554671745941865,0.438865990199133,0.1124582889225,0.471738156657195,0.15312816326692,0.292431077765814,0.308254617838601,0.0892294355651502,0.709097156867626,0.398979845682772,0.197020330659343,0.370002371687919,0.748344835009079,0.255165627945614,0.228431992565266,0.153535560659154,0.381910196063458
118,0.573591990667183,0.539206489517428,0.445597183648636,0.341323500893362,0.0863645189293126,0.355536117009182,0.111935147794805,0.218430457023511,0.236401228555627,0.0668922168446377,0.516982553526539,0.288144190873618,0.143766699152205,0.279971231082058,0.594128598114624,0.201517238800557,0.173427942158641,0.125067948134862,0.294349180707044
