Plant_ID,col,row,rep,block
273,11,14,1,11
274,11,15,1,11
275,11,16,1,11
280,11,17,1,11
282,11,18,1,11
284,11,19,1,11
285,12,1,1,12
286,12,2,1,12
287,12,3,1,12
288,12,4,1,12
291,12,5,1,12
295,12,6,1,12
296,12,7,1,12
297,12,8,1,12
298,12,9,1,12
299,12,10,1,12
300,12,11,1,12
302,12,12,1,12
303,12,13,1,12
304,12,14,1,12
305,12,15,1,12
306,12,16,1,12
307,12,17,1,12
308,12,18,1,12
309,12,19,1,12
311,13,1,1,13
312,13,2,1,13
314,13,3,1,13
315,13,4,1,13
316,13,5,1,13
318,13,6,1,13
319,13,7,1,13
320,13,8,1,13
321,13,9,1,13
322,13,10,1,13
324,13,11,1,13
325,13,12,1,13
326,13,13,1,13
327,13,14,1,13
328,13,15,1,13
330,13,16,1,13
331,13,17,1,13
332,13,18,1,13
333,13,19,1,13
334,14,1,1,14
335,14,2,1,14
337,14,3,1,14
338,14,4,1,14
339,14,5,1,14
342,14,6,1,14
343,14,7,1,14
344,14,8,1,14
350,14,9,1,14
351,14,10,1,14
353,14,11,1,14
354,14,12,1,14
355,14,13,1,14
356,14,14,1,14
357,14,15,1,14
358,14,16,1,14
360,14,17,1,14
361,14,18,1,14
362,14,19,1,14
363,15,1,1,15
364,15,2,1,15
366,15,3,1,15
367,15,4,1,15
368,15,5,1,15
369,15,6,1,15
370,15,7,1,15
371,15,8,1,15
372,15,9,1,15
373,15,10,1,15
374,15,11,1,15
375,15,12,1,15
376,15,13,1,15
378,15,14,1,15
379,15,15,1,15
380,15,16,1,15
381,15,17,1,15
382,15,18,1,15
383,15,19,1,15
384,16,1,1,16
385,16,2,1,16
386,16,3,1,16
387,16,4,1,16
389,16,5,1,16
390,16,6,1,16
391,16,7,1,16
392,16,8,1,16
393,16,9,1,16
397,16,10,1,16
400,16,11,1,16
401,16,12,1,16
402,16,13,1,16
404,16,14,1,16
405,16,15,1,16
406,16,16,1,16
408,16,17,1,16
409,16,18,1,16
410,16,19,1,16
411,17,1,1,17
413,17,2,1,17
414,17,3,1,17
416,17,4,1,17
420,17,5,1,17
421,17,6,1,17
422,17,7,1,17
423,17,8,1,17
425,17,9,1,17
427,17,10,1,17
428,17,11,1,17
432,17,12,1,17
435,17,13,1,17
436,17,14,1,17
437,17,15,1,17
438,17,16,1,17
439,17,17,1,17
440,17,18,1,17
441,17,19,1,17
442,18,1,1,18
446,18,2,1,18
447,18,3,1,18
449,18,4,1,18
450,18,5,1,18
451,18,6,1,18
452,18,7,1,18
453,18,8,1,18
454,18,9,1,18
456,18,10,1,18
457,18,11,1,18
459,18,12,1,18
461,18,13,1,18
462,18,14,1,18
464,18,15,1,18
465,18,16,1,18
466,18,17,1,18
467,18,18,1,18
469,18,19,1,18
470,19,1,1,19
475,19,2,1,19
476,19,3,1,19
477,19,4,1,19
478,19,5,1,19
479,19,6,1,19
480,19,7,1,19
481,19,8,1,19
482,19,9,1,19
483,19,10,1,19
485,19,11,1,19
486,19,12,1,19
487,19,13,1,19
488,19,14,1,19
489,19,15,1,19
490,19,16,1,19
492,19,17,1,19
493,19,18,1,19
494,19,19,1,19
495,20,1,1,20
496,20,2,1,20
498,20,3,1,20
499,20,4,1,20
502,20,5,1,20
503,20,6,1,20
504,20,7,1,20
505,20,8,1,20
506,20,9,1,20
507,20,10,1,20
508,20,11,1,20
509,20,12,1,20
510,20,13,1,20
511,20,14,1,20
512,20,15,1,20
513,20,16,1,20
514,20,17,1,20
515,20,18,1,20
518,20,19,1,20
519,21,1,1,21
521,21,2,1,21
522,21,3,1,21
524,21,4,1,21
525,21,5,1,21
527,21,6,1,21
528,21,7,1,21
529,21,8,1,21
530,21,9,1,21
532,21,10,1,21
533,21,11,1,21
535,21,12,1,21
536,21,13,1,21
537,21,14,1,21
540,21,15,1,21
542,21,16,1,21
543,21,17,1,21
544,21,18,1,21
548,21,19,1,21
549,22,1,1,22
550,22,2,1,22
551,22,3,1,22
552,22,4,1,22
553,22,5,1,22
555,22,6,1,22
556,22,7,1,22
557,22,8,1,22
558,22,9,1,22
559,22,10,1,22
561,22,11,1,22
564,22,12,1,22
565,22,13,1,22
570,22,14,1,22
572,22,15,1,22
575,22,16,1,22
576,22,17,1,22
577,22,18,1,22
581,22,19,1,22
582,23,1,1,23
584,23,2,1,23
585,23,3,1,23
586,23,4,1,23
587,23,5,1,23
588,23,6,1,23
593,23,7,1,23
594,23,8,1,23
596,23,9,1,23
598,23,10,1,23
599,23,11,1,23
600,23,12,1,23
601,23,13,1,23
605,23,14,1,23
607,23,15,1,23
608,23,16,1,23
609,23,17,1,23
603,23,18,1,23
NA,23,19,1,23
54,1,22,2,24
183,1,23,2,24
16,1,24,2,24
14,1,25,2,24
241,1,26,2,24
153,1,27,2,24
461,1,28,2,24
285,1,29,2,24
325,1,30,2,24
272,1,31,2,24
172,1,32,2,24
66,1,33,2,24
83,1,34,2,24
306,1,35,2,24
375,1,36,2,24
387,1,37,2,24
393,1,38,2,24
361,1,39,2,24
178,1,40,2,24
211,2,22,2,25
226,2,23,2,25
128,2,24,2,25
41,2,25,2,25
282,2,26,2,25
435,2,27,2,25
586,2,28,2,25
576,2,29,2,25
459,2,30,2,25
598,2,31,2,25
324,2,32,2,25
488,2,33,2,25
582,2,34,2,25
190,2,35,2,25
532,2,36,2,25
382,2,37,2,25
402,2,38,2,25
57,2,39,2,25
257,2,40,2,25
315,3,22,2,26
339,3,23,2,26
201,3,24,2,26
220,3,25,2,26
133,3,26,2,26
601,3,27,2,26
409,3,28,2,26
366,3,29,2,26
77,3,30,2,26
232,3,31,2,26
549,3,32,2,26
248,3,33,2,26
299,3,34,2,26
335,3,35,2,26
145,3,36,2,26
194,3,37,2,26
308,3,38,2,26
298,3,39,2,26
334,3,40,2,26
263,4,22,2,27
94,4,23,2,27
100,4,24,2,27
295,4,25,2,27
400,4,26,2,27
131,4,27,2,27
480,4,28,2,27
141,4,29,2,27
333,4,30,2,27
553,4,31,2,27
316,4,32,2,27
486,4,33,2,27
405,4,34,2,27
318,4,35,2,27
265,4,36,2,27
47,4,37,2,27
79,4,38,2,27
74,4,39,2,27
252,4,40,2,27
56,5,22,2,28
112,5,23,2,28
328,5,24,2,28
594,5,25,2,28
184,5,26,2,28
565,5,27,2,28
372,5,28,2,28
264,5,29,2,28
505,5,30,2,28
330,5,31,2,28
48,5,32,2,28
125,5,33,2,28
518,5,34,2,28
12,5,35,2,28
552,5,36,2,28
64,5,37,2,28
195,5,38,2,28
504,5,39,2,28
238,5,40,2,28
496,6,22,2,29
355,6,23,2,29
321,6,24,2,29
314,6,25,2,29
55,6,26,2,29
107,6,27,2,29
266,6,28,2,29
28,6,29,2,29
4,6,30,2,29
26,6,31,2,29
513,6,32,2,29
223,6,33,2,29
509,6,34,2,29
358,6,35,2,29
332,6,36,2,29
135,6,37,2,29
439,6,38,2,29
129,6,39,2,29
65,6,40,2,29
483,7,22,2,30
44,7,23,2,30
510,7,24,2,30
85,7,25,2,30
251,7,26,2,30
421,7,27,2,30
384,7,28,2,30
465,7,29,2,30
311,7,30,2,30
250,7,31,2,30
118,7,32,2,30
188,7,33,2,30
152,7,34,2,30
303,7,35,2,30
446,7,36,2,30
217,7,37,2,30
508,7,38,2,30
551,7,39,2,30
441,7,40,2,30
274,8,22,2,31
268,8,23,2,31
147,8,24,2,31
30,8,25,2,31
253,8,26,2,31
344,8,27,2,31
305,8,28,2,31
558,8,29,2,31
149,8,30,2,31
224,8,31,2,31
72,8,32,2,31
227,8,33,2,31
210,8,34,2,31
50,8,35,2,31
199,8,36,2,31
603,8,37,2,31
447,8,38,2,31
596,8,39,2,31
242,8,40,2,31
271,9,22,2,32
519,9,23,2,32
514,9,24,2,32
581,9,25,2,32
267,9,26,2,32
521,9,27,2,32
511,9,28,2,32
570,9,29,2,32
462,9,30,2,32
262,9,31,2,32
68,9,32,2,32
236,9,33,2,32
416,9,34,2,32
249,9,35,2,32
381,9,36,2,32
116,9,37,2,32
374,9,38,2,32
437,9,39,2,32
29,9,40,2,32
356,10,22,2,33
557,10,23,2,33
49,10,24,2,33
478,10,25,2,33
354,10,26,2,33
17,10,27,2,33
537,10,28,2,33
70,10,29,2,33
187,10,30,2,33
230,10,31,2,33
189,10,32,2,33
204,10,33,2,33
490,10,34,2,33
585,10,35,2,33
287,10,36,2,33
233,10,37,2,33
525,10,38,2,33
368,10,39,2,33
173,10,40,2,33
498,11,22,2,34
97,11,23,2,34
6,11,24,2,34
593,11,25,2,34
151,11,26,2,34
414,11,27,2,34
93,11,28,2,34
475,11,29,2,34
104,11,30,2,34
467,11,31,2,34
157,11,32,2,34
438,11,33,2,34
360,11,34,2,34
25,11,35,2,34
170,11,36,2,34
51,11,37,2,34
40,11,38,2,34
481,11,39,2,34
487,11,40,2,34
401,12,22,2,35
63,12,23,2,35
391,12,24,2,35
245,12,25,2,35
453,12,26,2,35
350,12,27,2,35
432,12,28,2,35
378,12,29,2,35
493,12,30,2,35
319,12,31,2,35
479,12,32,2,35
457,12,33,2,35
515,12,34,2,35
117,12,35,2,35
119,12,36,2,35
544,12,37,2,35
134,12,38,2,35
379,12,39,2,35
506,12,40,2,35
502,13,22,2,36
269,13,23,2,36
564,13,24,2,36
168,13,25,2,36
304,13,26,2,36
69,13,27,2,36
312,13,28,2,36
81,13,29,2,36
499,13,30,2,36
206,13,31,2,36
420,13,32,2,36
464,13,33,2,36
92,13,34,2,36
19,13,35,2,36
449,13,36,2,36
219,13,37,2,36
27,13,38,2,36
87,13,39,2,36
422,13,40,2,36
101,14,22,2,37
169,14,23,2,37
225,14,24,2,37
370,14,25,2,37
385,14,26,2,37
503,14,27,2,37
427,14,28,2,37
214,14,29,2,37
121,14,30,2,37
212,14,31,2,37
161,14,32,2,37
452,14,33,2,37
52,14,34,2,37
59,14,35,2,37
451,14,36,2,37
15,14,37,2,37
307,14,38,2,37
524,14,39,2,37
343,14,40,2,37
436,15,22,2,38
273,15,23,2,38
291,15,24,2,38
200,15,25,2,38
575,15,26,2,38
235,15,27,2,38
34,15,28,2,38
166,15,29,2,38
37,15,30,2,38
351,15,31,2,38
548,15,32,2,38
208,15,33,2,38
337,15,34,2,38
67,15,35,2,38
550,15,36,2,38
495,15,37,2,38
288,15,38,2,38
96,15,39,2,38
577,15,40,2,38
198,16,22,2,39
599,16,23,2,39
540,16,24,2,39
213,16,25,2,39
338,16,26,2,39
207,16,27,2,39
111,16,28,2,39
572,16,29,2,39
144,16,30,2,39
176,16,31,2,39
300,16,32,2,39
130,16,33,2,39
155,16,34,2,39
140,16,35,2,39
411,16,36,2,39
397,16,37,2,39
476,16,38,2,39
363,16,39,2,39
244,16,40,2,39
373,17,22,2,40
450,17,23,2,40
353,17,24,2,40
587,17,25,2,40
247,17,26,2,40
60,17,27,2,40
383,17,28,2,40
535,17,29,2,40
442,17,30,2,40
530,17,31,2,40
23,17,32,2,40
556,17,33,2,40
284,17,34,2,40
297,17,35,2,40
536,17,36,2,40
32,17,37,2,40
108,17,38,2,40
555,17,39,2,40
489,17,40,2,40
124,18,22,2,41
62,18,23,2,41
36,18,24,2,41
477,18,25,2,41
410,18,26,2,41
362,18,27,2,41
275,18,28,2,41
404,18,29,2,41
369,18,30,2,41
9,18,31,2,41
533,18,32,2,41
5,18,33,2,41
146,18,34,2,41
469,18,35,2,41
376,18,36,2,41
406,18,37,2,41
22,18,38,2,41
456,18,39,2,41
389,18,40,2,41
454,19,22,2,42
309,19,23,2,42
466,19,24,2,42
423,19,25,2,42
392,19,26,2,42
240,19,27,2,42
543,19,28,2,42
607,19,29,2,42
1,19,30,2,42
440,19,31,2,42
113,19,32,2,42
258,19,33,2,42
186,19,34,2,42
428,19,35,2,42
529,19,36,2,42
143,19,37,2,42
327,19,38,2,42
302,19,39,2,42
425,19,40,2,42
18,20,22,2,43
7,20,23,2,43
82,20,24,2,43
342,20,25,2,43
561,20,26,2,43
600,20,27,2,43
492,20,28,2,43
90,20,29,2,43
485,20,30,2,43
286,20,31,2,43
255,20,32,2,43
527,20,33,2,43
542,20,34,2,43
193,20,35,2,43
470,20,36,2,43
408,20,37,2,43
280,20,38,2,43
239,20,39,2,43
609,20,40,2,43
46,21,22,2,44
386,21,23,2,44
390,21,24,2,44
98,21,25,2,44
588,21,26,2,44
160,21,27,2,44
413,21,28,2,44
380,21,29,2,44
196,21,30,2,44
89,21,31,2,44
115,21,32,2,44
559,21,33,2,44
331,21,34,2,44
512,21,35,2,44
24,21,36,2,44
507,21,37,2,44
605,21,38,2,44
482,21,39,2,44
33,21,40,2,44
191,22,22,2,45
322,22,23,2,45
296,22,24,2,45
243,22,25,2,45
123,22,26,2,45
215,22,27,2,45
126,22,28,2,45
528,22,29,2,45
42,22,30,2,45
522,22,31,2,45
88,22,32,2,45
175,22,33,2,45
218,22,34,2,45
150,22,35,2,45
163,22,36,2,45
53,22,37,2,45
20,22,38,2,45
164,22,39,2,45
371,22,40,2,45
231,23,22,2,46
367,23,23,2,46
156,23,24,2,46
95,23,25,2,46
234,23,26,2,46
494,23,27,2,46
158,23,28,2,46
138,23,29,2,46
13,23,30,2,46
76,23,31,2,46
120,23,32,2,46
326,23,33,2,46
229,23,34,2,46
584,23,35,2,46
320,23,36,2,46
357,23,37,2,46
608,23,38,2,46
364,23,39,2,46
NA,23,40,2,46
12,1,43,3,47
189,1,44,3,47
74,1,45,3,47
527,1,46,3,47
440,1,47,3,47
368,1,48,3,47
470,1,49,3,47
284,1,50,3,47
214,1,51,3,47
23,1,52,3,47
100,1,53,3,47
383,1,54,3,47
108,1,55,3,47
524,1,56,3,47
423,1,57,3,47
409,1,58,3,47
56,1,59,3,47
441,1,60,3,47
94,1,61,3,47
475,2,43,3,48
191,2,44,3,48
129,2,45,3,48
322,2,46,3,48
269,2,47,3,48
338,2,48,3,48
18,2,49,3,48
143,2,50,3,48
466,2,51,3,48
32,2,52,3,48
271,2,53,3,48
299,2,54,3,48
81,2,55,3,48
367,2,56,3,48
575,2,57,3,48
76,2,58,3,48
244,2,59,3,48
506,2,60,3,48
371,2,61,3,48
315,3,43,3,49
413,3,44,3,49
390,3,45,3,49
469,3,46,3,49
245,3,47,3,49
425,3,48,3,49
252,3,49,3,49
561,3,50,3,49
176,3,51,3,49
25,3,52,3,49
57,3,53,3,49
70,3,54,3,49
594,3,55,3,49
391,3,56,3,49
54,3,57,3,49
286,3,58,3,49
401,3,59,3,49
224,3,60,3,49
373,3,61,3,49
311,4,43,3,50
125,4,44,3,50
451,4,45,3,50
242,4,46,3,50
96,4,47,3,50
253,4,48,3,50
47,4,49,3,50
121,4,50,3,50
249,4,51,3,50
577,4,52,3,50
89,4,53,3,50
318,4,54,3,50
509,4,55,3,50
307,4,56,3,50
476,4,57,3,50
287,4,58,3,50
387,4,59,3,50
77,4,60,3,50
555,4,61,3,50
63,5,43,3,51
20,5,44,3,51
485,5,45,3,51
117,5,46,3,51
375,5,47,3,51
408,5,48,3,51
381,5,49,3,51
16,5,50,3,51
326,5,51,3,51
250,5,52,3,51
280,5,53,3,51
6,5,54,3,51
393,5,55,3,51
265,5,56,3,51
490,5,57,3,51
291,5,58,3,51
522,5,59,3,51
543,5,60,3,51
552,5,61,3,51
146,6,43,3,52
486,6,44,3,52
153,6,45,3,52
149,6,46,3,52
15,6,47,3,52
536,6,48,3,52
46,6,49,3,52
342,6,50,3,52
607,6,51,3,52
330,6,52,3,52
69,6,53,3,52
600,6,54,3,52
28,6,55,3,52
553,6,56,3,52
305,6,57,3,52
350,6,58,3,52
169,6,59,3,52
83,6,60,3,52
22,6,61,3,52
65,7,43,3,53
196,7,44,3,53
357,7,45,3,53
178,7,46,3,53
503,7,47,3,53
358,7,48,3,53
548,7,49,3,53
319,7,50,3,53
37,7,51,3,53
511,7,52,3,53
303,7,53,3,53
135,7,54,3,53
172,7,55,3,53
465,7,56,3,53
66,7,57,3,53
356,7,58,3,53
151,7,59,3,53
438,7,60,3,53
312,7,61,3,53
587,8,43,3,54
593,8,44,3,54
487,8,45,3,54
530,8,46,3,54
157,8,47,3,54
370,8,48,3,54
282,8,49,3,54
52,8,50,3,54
389,8,51,3,54
97,8,52,3,54
504,8,53,3,54
4,8,54,3,54
521,8,55,3,54
442,8,56,3,54
333,8,57,3,54
392,8,58,3,54
243,8,59,3,54
267,8,60,3,54
59,8,61,3,54
478,9,43,3,55
273,9,44,3,55
324,9,45,3,55
104,9,46,3,55
223,9,47,3,55
510,9,48,3,55
126,9,49,3,55
467,9,50,3,55
17,9,51,3,55
498,9,52,3,55
304,9,53,3,55
585,9,54,3,55
232,9,55,3,55
321,9,56,3,55
199,9,57,3,55
355,9,58,3,55
98,9,59,3,55
175,9,60,3,55
186,9,61,3,55
453,10,43,3,56
436,10,44,3,56
406,10,45,3,56
229,10,46,3,56
188,10,47,3,56
200,10,48,3,56
220,10,49,3,56
609,10,50,3,56
1,10,51,3,56
457,10,52,3,56
308,10,53,3,56
49,10,54,3,56
542,10,55,3,56
331,10,56,3,56
605,10,57,3,56
233,10,58,3,56
34,10,59,3,56
238,10,60,3,56
584,10,61,3,56
588,11,43,3,57
450,11,44,3,57
363,11,45,3,57
272,11,46,3,57
354,11,47,3,57
236,11,48,3,57
107,11,49,3,57
295,11,50,3,57
26,11,51,3,57
376,11,52,3,57
374,11,53,3,57
558,11,54,3,57
369,11,55,3,57
328,11,56,3,57
29,11,57,3,57
449,11,58,3,57
479,11,59,3,57
213,11,60,3,57
95,11,61,3,57
112,12,43,3,58
131,12,44,3,58
422,12,45,3,58
334,12,46,3,58
208,12,47,3,58
379,12,48,3,58
462,12,49,3,58
234,12,50,3,58
544,12,51,3,58
309,12,52,3,58
382,12,53,3,58
195,12,54,3,58
586,12,55,3,58
231,12,56,3,58
378,12,57,3,58
207,12,58,3,58
494,12,59,3,58
420,12,60,3,58
362,12,61,3,58
306,13,43,3,59
163,13,44,3,59
416,13,45,3,59
204,13,46,3,59
372,13,47,3,59
145,13,48,3,59
540,13,49,3,59
364,13,50,3,59
87,13,51,3,59
225,13,52,3,59
247,13,53,3,59
513,13,54,3,59
92,13,55,3,59
60,13,56,3,59
351,13,57,3,59
67,13,58,3,59
335,13,59,3,59
343,13,60,3,59
152,13,61,3,59
529,14,43,3,60
608,14,44,3,60
337,14,45,3,60
212,14,46,3,60
268,14,47,3,60
499,14,48,3,60
314,14,49,3,60
170,14,50,3,60
30,14,51,3,60
461,14,52,3,60
452,14,53,3,60
515,14,54,3,60
156,14,55,3,60
446,14,56,3,60
285,14,57,3,60
219,14,58,3,60
493,14,59,3,60
344,14,60,3,60
482,14,61,3,60
124,15,43,3,61
549,15,44,3,61
502,15,45,3,61
300,15,46,3,61
518,15,47,3,61
572,15,48,3,61
230,15,49,3,61
19,15,50,3,61
115,15,51,3,61
133,15,52,3,61
353,15,53,3,61
576,15,54,3,61
454,15,55,3,61
257,15,56,3,61
495,15,57,3,61
226,15,58,3,61
316,15,59,3,61
119,15,60,3,61
211,15,61,3,61
519,16,43,3,62
72,16,44,3,62
508,16,45,3,62
194,16,46,3,62
158,16,47,3,62
410,16,48,3,62
155,16,49,3,62
36,16,50,3,62
88,16,51,3,62
9,16,52,3,62
492,16,53,3,62
82,16,54,3,62
193,16,55,3,62
564,16,56,3,62
262,16,57,3,62
550,16,58,3,62
427,16,59,3,62
42,16,60,3,62
187,16,61,3,62
217,17,43,3,63
603,17,44,3,63
147,17,45,3,63
483,17,46,3,63
489,17,47,3,63
596,17,48,3,63
556,17,49,3,63
405,17,50,3,63
14,17,51,3,63
535,17,52,3,63
339,17,53,3,63
130,17,54,3,63
570,17,55,3,63
24,17,56,3,63
144,17,57,3,63
258,17,58,3,63
385,17,59,3,63
55,17,60,3,63
327,17,61,3,63
512,18,43,3,64
48,18,44,3,64
266,18,45,3,64
525,18,46,3,64
505,18,47,3,64
380,18,48,3,64
7,18,49,3,64
439,18,50,3,64
173,18,51,3,64
164,18,52,3,64
251,18,53,3,64
210,18,54,3,64
298,18,55,3,64
168,18,56,3,64
41,18,57,3,64
581,18,58,3,64
33,18,59,3,64
456,18,60,3,64
533,18,61,3,64
227,19,43,3,65
101,19,44,3,65
134,19,45,3,65
551,19,46,3,65
120,19,47,3,65
432,19,48,3,65
464,19,49,3,65
50,19,50,3,65
235,19,51,3,65
161,19,52,3,65
288,19,53,3,65
325,19,54,3,65
215,19,55,3,65
128,19,56,3,65
274,19,57,3,65
598,19,58,3,65
160,19,59,3,65
565,19,60,3,65
296,19,61,3,65
532,20,43,3,66
384,20,44,3,66
123,20,45,3,66
51,20,46,3,66
264,20,47,3,66
447,20,48,3,66
218,20,49,3,66
118,20,50,3,66
361,20,51,3,66
93,20,52,3,66
53,20,53,3,66
5,20,54,3,66
481,20,55,3,66
111,20,56,3,66
332,20,57,3,66
480,20,58,3,66
557,20,59,3,66
90,20,60,3,66
255,20,61,3,66
62,21,43,3,67
13,21,44,3,67
360,21,45,3,67
263,21,46,3,67
206,21,47,3,67
201,21,48,3,67
79,21,49,3,67
64,21,50,3,67
27,21,51,3,67
435,21,52,3,67
297,21,53,3,67
241,21,54,3,67
488,21,55,3,67
116,21,56,3,67
397,21,57,3,67
528,21,58,3,67
44,21,59,3,67
459,21,60,3,67
514,21,61,3,67
411,22,43,3,68
190,22,44,3,68
166,22,45,3,68
496,22,46,3,68
437,22,47,3,68
184,22,48,3,68
507,22,49,3,68
400,22,50,3,68
198,22,51,3,68
599,22,52,3,68
141,22,53,3,68
239,22,54,3,68
320,22,55,3,68
421,22,56,3,68
140,22,57,3,68
138,22,58,3,68
240,22,59,3,68
113,22,60,3,68
414,22,61,3,68
85,23,43,3,69
601,23,44,3,69
537,23,45,3,69
404,23,46,3,69
275,23,47,3,69
402,23,48,3,69
559,23,49,3,69
183,23,50,3,69
302,23,51,3,69
248,23,52,3,69
386,23,53,3,69
68,23,54,3,69
150,23,55,3,69
40,23,56,3,69
428,23,57,3,69
582,23,58,3,69
477,23,59,3,69
366,23,60,3,69
NA,23,61,3,69
